Price,Close,Close,Close,Close,Close,Close,Close,Close,High,High,High,High,High,High,High,High,Low,Low,Low,Low,Low,Low,Low,Low,Open,Open,Open,Open,Open,Open,Open,Open,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume
Ticker,AAPL,GOOGL,JNJ,JPM,MSFT,NVDA,TSLA,XOM,AAPL,GOOGL,JNJ,JPM,MSFT,NVDA,TSLA,XOM,AAPL,GOOGL,JNJ,JPM,MSFT,NVDA,TSLA,XOM,AAPL,GOOGL,JNJ,JPM,MSFT,NVDA,TSLA,XOM,AAPL,GOOGL,JNJ,JPM,MSFT,NVDA,TSLA,XOM
Date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-01-13,132.63308715820312,91.4291763305664,158.3108673095703,133.2002716064453,233.1117401123047,16.882095336914062,122.4000015258789,101.38372802734375,132.79056549396478,91.49865108360973,158.84030625780957,133.64735639917933,233.24815904771603,16.905073045423908,122.62999725341797,101.68836873247986,129.58202324711493,89.45409428857153,157.35241441682246,125.55344177840327,228.91196981298216,16.14883033710327,115.5999984741211,100.49667833388789,129.94617875784812,90.16869607540583,158.0917987300037,126.29856888750913,230.93877604519966,16.261716261554493,116.55000305175781,101.34788673802886,57809700,26329200,6088000,20200000,21333300,447287000,180714100,12011400
2023-01-17,133.79449462890625,90.60540771484375,157.33412170410156,131.14190673828125,234.20309448242188,17.68429946899414,131.49000549316406,101.18659210205078,135.12317889828967,91.5582076664508,159.3605892197926,131.83113776243096,234.74877019615067,17.71027444723034,131.6999969482422,102.2170068279995,132.0130638191195,89.37470872387392,157.08765567420156,129.67959317557893,231.0264589269251,16.882102890181493,125.0199966430664,100.95362716772581,132.70201288672166,91.36963007309137,158.83115038042953,131.4865222503561,231.8839578305264,16.882102890181493,125.69999694824219,101.61668068572565,63646600,32602400,6053300,14292900,29831300,511102000,186477000,16542200
2023-01-18,133.0760040283203,90.43669128417969,154.96080017089844,127.20203399658203,229.7792205810547,17.359622955322266,128.77999877929688,99.10785675048828,136.42233624485746,92.10409321983435,157.00552834502625,131.0766694064514,236.1812017430098,17.8551253151724,136.67999267578125,102.25285979715566,132.898837136548,89.96028748591486,154.9151701717946,127.05300573140156,229.49664379486572,17.264716740500983,127.01000213623047,98.91969510988794,134.6605941996835,91.4490389437429,156.68603477987244,129.39082801643528,235.39191965313583,17.64933195026429,136.55999755859375,101.48228917220553,69672800,29116700,7047800,13392600,30028700,439624000,195680300,16399700
2023-01-19,133.13504028320312,92.35221862792969,154.75083923339844,125.5068588256836,225.9984588623047,16.748233795166016,127.16999816894531,99.7440185546875,134.0995687562006,92.90801675008117,156.34827904115193,126.57796919018423,229.49665708491057,17.179802892609352,129.99000549316406,100.46978581784877,131.65871475561192,89.95036051681471,154.00233182347878,124.42642531282543,224.78042720405,16.71426930548233,124.30999755859375,98.18496016729321,131.96381962844052,90.03968954197848,154.2944278597546,126.03776664587156,227.80115166394182,17.018962694085385,127.26000213623047,98.62400397028972,58280400,37000400,6939500,13303400,28623000,452932000,170291900,12928000
2023-01-20,135.69400024414062,97.28494262695312,154.0297088623047,125.8142318725586,234.07643127441406,17.82115936279297,133.4199981689453,101.56292724609375,135.84164181281548,97.56284926169742,155.28027151593528,126.1961114632751,234.58313656009622,17.838142558730407,133.50999450683594,101.6435718557479,132.10161400912494,94.30743969004087,152.87954333519298,124.38918287512118,228.51245663723557,16.808173556686363,127.3499984741211,99.10785704372395,133.14488168206822,94.38684158568209,155.27114830313423,125.88874600334113,228.85351141709936,16.993986450014212,128.67999267578125,99.77986583472504,80223600,63191100,8620600,13092500,35389800,564967000,138858100,16515600
2023-01-23,138.88284301757812,99.04166412353516,153.63719177246094,127.85401916503906,236.3760528564453,19.17380714416504,143.75,101.03427124023438,141.05796890647485,99.28978934453644,154.84212446424266,128.4966911445079,238.89981040711766,19.22575518813864,145.3800048828125,102.67396729411713,135.7235002594527,96.76883619050167,153.30857503184498,125.5720788501462,233.52097945722034,17.80018219062393,134.27000427246094,100.92674738587071,135.9400291721196,97.21545855943167,154.35832953063715,125.85148909155171,234.9339078087108,18.045934566497856,135.8699951171875,101.82275899748961,81760300,40005100,8425400,10487100,31934000,655163000,203119200,16584400
2023-01-24,140.2804412841797,96.96734619140625,153.63719177246094,128.9530487060547,235.84988403320312,19.24573516845703,143.88999938964844,101.97510528564453,140.90050277108796,98.86302676577444,156.08356393672858,130.6668308845236,237.7110398533446,19.47550662588318,146.5,102.1632669516525,138.08564168128757,96.47109568362592,151.53769670344616,125.73970356839656,234.29081253406932,18.80118045535214,141.10000610351562,93.96476408746769,138.0954784443646,97.36434811206689,154.2853020406592,127.0622972634399,236.29812619619068,18.808173425147835,143.0,97.80865569998778,66435100,33078500,10541800,6945000,40234400,496204000,158699100,13583000
2023-01-25,139.6210479736328,94.50592803955078,154.7325897216797,129.5771026611328,234.4564666748047,19.30367660522461,144.42999267578125,101.4374771118164,140.1820439497328,95.43888122108494,154.7325897216797,129.5771026611328,237.07767305092727,19.350630488500357,146.41000366210938,101.83172442159676,136.61918260935104,93.05687777021532,152.5144369760421,127.83537927283399,224.99479068566467,18.561419588158877,138.07000732421875,99.80673619776081,138.6663561197799,94.8533018075113,152.59658768619815,128.58050636602806,228.4832349642451,18.894086765066024,141.91000366210938,101.45540117282077,65799300,42330000,7099800,8967000,66526600,449537000,192734300,11914700
2023-01-26,141.6878662109375,96.78868865966797,154.16664123535156,130.37814331054688,241.657470703125,19.782197952270508,160.27000427246094,105.51433563232422,141.97328249331738,96.83831673570589,155.09772438591878,130.45265745908748,241.95954016253594,20.14583427066666,161.4199981689453,105.53225285778068,139.6603668579937,94.66473724676266,153.94755875034443,128.86927088593154,235.81091899256552,19.258721787064815,154.75999450683594,102.4499705412548,140.91032647908082,95.77634102925325,154.76910762269333,129.85655848288334,237.41871476554942,19.681299120426033,159.97000122070312,102.79045934916611,54105100,30114000,6946100,7487600,33454500,489535000,234815100,21019700
2023-01-27,143.62680053710938,98.62481689453125,153.5641632080078,130.69482421875,241.8134002685547,20.344633102416992,177.89999389648438,103.58792114257812,144.90628582720518,99.56768971813064,154.14836919517415,131.57033343473924,243.4406888312385,20.607370568656833,180.67999267578125,105.43370319886164,140.82179068901345,96.58025989693051,153.1442725542845,130.16391627153163,240.5174127589452,19.385594095701595,161.1699981689453,103.39079745966876,140.900529862646,96.58025989693051,153.84713602433644,130.96492555553354,242.6221750994486,19.442536298366885,162.42999267578125,104.78857363153183,70555800,33879800,6058100,7489900,26498900,542142000,306590600,15179200
2023-01-30,140.7430419921875,96.21305084228516,147.87728881835938,129.58644104003906,236.50274658203125,19.142839431762695,166.66000366210938,101.75108337402344,143.2527985417942,97.55292569844815,153.84714360875194,130.48058228726467,239.31883481228712,20.11986020617036,179.77000427246094,103.48038617594104,140.59541543784155,95.67709938538358,147.0374935409428,129.3815307100251,236.00578021468996,19.13085039471645,166.5,101.38372214291509,142.6721140707524,96.74900229918671,153.29032116161406,129.67957305506067,238.25670004532253,19.930051570390866,178.0500030517578,103.12198013962141,64015300,27226200,23259100,6729300,25867400,488611000,230878800,18672100
2023-01-31,142.01268005371094,98.09879302978516,149.1734619140625,130.35952758789062,241.47232055664062,19.51746368408203,173.22000122070312,103.9463119506836,142.06189391275458,98.1384939775665,149.1825851254292,130.4619827673129,241.60873949787776,19.667313303213437,174.3000030517578,104.29575594232638,140.0344090710312,96.09394438600727,147.01007689196263,128.76681783725755,236.73661321290928,18.931050789927134,162.77999877929688,98.94656537421963,140.4477784546675,96.14357246377932,147.6034059878383,130.285013438118,237.22382584140612,19.150830104290442,164.57000732421875,100.44290316776964,65874500,29870700,11612500,9188700,26541100,498017000,196813500,27861800
2023-02-01,143.13465881347656,99.67686462402344,150.54269409179688,130.01486206054688,246.28599548339844,20.922060012817383,181.41000366210938,102.80838012695312,144.29604258311244,100.4311674201682,151.51028377147878,131.21638285304667,248.65384183422793,21.17080968253937,183.80999755859375,105.17385045847736,139.0895417079852,96.84823860370668,148.24237735331087,128.6456951363217,239.1921804627177,19.591391139923406,169.92999267578125,101.5539623848353,141.69771052689384,97.96976188272887,148.78095324644525,128.72953241430136,241.65747529132665,19.671311072186494,173.88999938964844,103.78503643072602,77663600,35531100,9865300,8841800,31259900,660477000,213806300,19464900
2023-02-02,148.4396209716797,106.93205261230469,151.10867309570312,129.40945434570312,257.8328857421875,21.687284469604492,188.27000427246094,99.5916976928711,148.79392468833726,107.04122832500863,151.72939981344473,130.8251943777019,257.9205804321698,21.927044172800503,196.75,103.10406177059279,145.83143680858885,104.81802826774744,148.6258080104464,128.5339310918633,250.67085535602513,20.679294884143992,182.61000061035156,98.40896257135148,146.54991104174482,105.00660587554181,148.790109421026,130.39674168739757,252.20070989004705,20.978994036778822,187.3300018310547,102.90693811100178,118339000,69883800,10099000,11822100,39940400,564276000,217448300,24562100
2023-02-03,152.06153869628906,103.99424743652344,150.259765625,131.4119873046875,251.74278259277344,21.07889747619629,189.97999572753906,100.2816162109375,154.8960886893848,107.001524077653,151.838945210617,132.5669351419188,257.4431765540325,21.723252844703303,199.0,102.2438837942393,145.496812581912,101.81074839414418,149.60253207739402,128.65503522011048,250.52475096588475,20.768207695861946,183.69000244140625,99.95905148940773,145.6936529941079,102.15812220922525,151.555972363731,128.70159412141817,252.9023510805395,20.978997108875344,183.9499969482422,100.26369898686406,154357300,65309300,6868500,11501200,29077300,429366000,232662000,20226600
2023-02-06,149.3352508544922,102.12834930419922,149.11871337890625,132.18505859375,250.20314025878906,21.067914962768555,194.75999450683594,100.11137390136719,150.6836384438328,103.57739978303069,150.4788241847215,132.4831151569408,251.69400957978206,21.548433031085523,198.1699981689453,101.32994332523873,148.40024764766747,101.11599409443309,148.8813844966823,130.42470287724677,248.26404368586972,20.765216513502416,189.9199981689453,98.84799432937535,150.1620046015634,101.6320988290303,150.2049745953439,130.61098112318146,250.85601820717645,20.78519697390154,193.00999450683594,100.67585871922115,69858300,31999600,7021000,8406200,22518000,452197000,186188100,13855200
2023-02-07,152.2091522216797,106.83279418945312,149.15521240234375,133.79640197753906,260.7172546386719,22.150827407836914,196.80999755859375,102.96965789794922,152.77999988075524,107.36874557367616,149.59337729399354,134.4390740829232,261.89630103268723,22.23674185018041,197.5,103.31910189701256,148.2624474794368,102.3466935405881,147.3478274921343,131.49582912510755,253.42854202536165,21.128849688047,189.5500030517578,100.37122272755974,148.2624474794368,102.44594211421887,147.51214280864497,131.68212160536794,253.86704534514652,21.36061803940656,196.42999267578125,100.7027495013493,83322600,49010200,7310800,10447900,50841400,664150000,186010300,16013300
2023-02-08,149.52224731445312,98.62481689453125,149.34693908691406,132.85565185546875,259.9084777832031,22.18279266357422,201.2899932861328,102.07364654541016,152.14026818212696,102.36654194573852,150.21411796248768,134.1596135948615,269.681962608756,22.85511993042836,203.0,103.78503209527175,148.78408455222657,97.30478888374736,148.6988287693806,132.52034537789388,259.4017575821844,21.985989180590057,194.30999755859375,102.01092600272565,151.45131927430748,101.28471960228619,149.06396624706517,132.86496079213688,266.2130108288476,22.364609852385264,196.10000610351562,103.08614409506544,64120100,94743500,6054700,6958000,54686000,559651000,180673600,18459700
2023-02-09,148.48883056640625,94.29752349853516,147.32957458496094,130.78794860839844,256.8780212402344,22.314659118652344,207.32000732421875,102.45892333984375,151.89422837459855,99.27987525907268,150.43318004576832,133.5076507550767,266.9730839280978,22.996976567245348,214.0,104.15238468798854,148.0459358705389,92.92786725246418,147.02835535851025,130.27567278012776,256.0789852689524,22.097877100421048,204.77000427246094,102.30660301109602,151.3529059605557,99.25010144018972,149.36517918446438,133.30274042376843,266.79766475449935,22.583391079267905,207.77999877929688,102.70085029587922,56007100,119455000,7949500,6443100,42375100,523876000,215431400,17439300
2023-02-10,148.85354614257812,93.8608169555664,148.01419067382812,131.3654327392578,256.37127685546875,21.243730545043945,196.88999938964844,106.7777099609375,149.1788354914484,96.02446938516859,148.59839662668824,131.58897518799668,257.3359482905629,22.055917123650822,206.1999969482422,107.18987451224079,147.08911426452642,93.54321694627534,147.28394367917943,129.08349198035012,253.99367698119255,20.79018606002947,192.88999938964844,104.08071973375549,147.32569243849323,94.7342150880715,147.6673275299406,130.19186686065063,254.84142214986286,21.66830661145846,202.22999572753906,104.39432245365728,57450700,54980700,7028000,6582900,25818500,550737000,204754100,24918600
2023-02-13,151.65298461914062,93.90052032470703,148.56190490722656,132.7904815673828,264.3810729980469,21.766210556030273,194.63999938964844,106.36237335205078,152.0571182724141,94.48609228073913,148.62580918644863,132.93949563787933,267.5771867135627,22.025950766178745,196.3000030517578,106.70547529342372,148.7648180243575,93.13629031339872,147.10138291274748,131.0860078917778,260.3177065131593,20.941036401408137,187.61000061035156,104.64684986792822,148.79438841262413,94.0295427288713,147.26569825319712,131.6075926688138,260.7951951195851,21.516460573823032,194.4199981689453,106.29013918903681,62199000,50076100,6414700,7134600,44630900,474919000,172475500,14536200
2023-02-14,151.0122833251953,93.96998596191406,147.9137725830078,133.37725830078125,265.2093505859375,22.948028564453125,209.25,105.11636352539062,151.57415087909246,94.13870929839328,148.76270487030752,133.94541619676153,267.9377295681392,23.025949676572004,209.82000732421875,106.37140289526181,148.70570240485208,91.56813558981159,147.6581833613315,131.88701810019583,262.39324715689656,21.34463219361314,189.44000244140625,104.7551995804816,149.94770404483108,93.7218607357337,148.55275956576654,132.72527732476766,265.69656324255214,21.556420076698707,191.94000244140625,105.64908189407303,61707600,54726100,6316000,9249400,37047900,675474000,216455700,12079000
2023-02-15,153.1118621826172,96.21305084228516,145.47654724121094,133.9361114501953,263.0895080566406,22.741233825683594,214.24000549316406,104.80034637451172,153.279432747917,96.39170132791901,147.8590150125891,134.01993453285192,264.4668924311176,22.832142420903672,214.66000366210938,104.81840147165308,150.696851620169,93.44397210105132,145.40351975478694,131.60759774004632,260.0221350925757,22.08389284711268,206.11000061035156,103.05773673363002,150.923562968411,93.78141881159203,147.83163144625124,131.89633116616562,262.1126422431033,22.526448693208266,211.75999450683594,104.48433050981902,65573800,50169000,12621800,6728300,28922400,420575000,181006400,13663400
2023-02-16,151.5149688720703,94.79376220703125,144.445068359375,132.09193420410156,256.08538818359375,21.979999542236328,202.0399932861328,104.49335479736328,154.09754945424802,96.94748732289182,145.7321377743993,133.55423344185013,260.569199060256,22.52744999044247,217.64999389648438,105.44140233060514,151.16010920849044,94.02953228064146,144.15295841108335,131.96152379108605,255.8411717100615,21.905073777556623,201.83999633789062,103.65365161727547,151.31781291605773,94.65481268808418,145.20271286811638,133.10716278336827,257.91212263576193,22.110867159447228,210.77999877929688,104.11412889543777,68167900,42462600,11177000,8165300,29603600,412026000,229586500,11360600
2023-02-17,150.37158203125,93.6424560546875,147.4606475830078,132.4831085205078,252.09002685546875,21.366613388061523,208.30999755859375,100.47541809082031,150.81515300249052,94.84338120494091,148.1226080959417,133.03263429272963,254.07306355868084,21.718260686432036,208.44000244140625,103.10287889063706,148.69586111717868,92.51100566280641,143.99455073455508,130.4619605185169,250.07768536596615,20.954026263972718,197.5,100.2045503174744,150.17444104857563,94.13870649225572,144.36231436882292,131.30952862688065,253.3892752747082,21.609370428776998,199.99000549316406,103.10287889063706,59144100,34284100,12401900,7948800,30000100,465888000,213738500,20758300
2023-02-21,146.35963439941406,91.1016616821289,145.26333618164062,130.05213928222656,246.82469177246094,20.634342193603516,197.3699951171875,100.3760986328125,149.13937074675135,92.40183548316473,147.4239040717919,131.64483454191577,249.57946061577636,21.47250184750639,209.7100067138672,101.46861450444241,146.29064185225675,91.03218691960443,145.16220291808565,129.2324979903379,245.7696748690076,20.597378544387798,197.22000122070312,100.0510517913292,148.05507322667935,92.30258690415565,146.78032110621447,131.03942672266425,248.59281657060217,20.97899644931204,204.99000549316406,100.0510517913292,58867200,33629300,9423900,9996300,28397400,410015000,180018600,14469400
2023-02-22,146.78353881835938,90.96269989013672,145.06105041503906,129.05552673339844,245.69154357910156,20.733243942260742,200.86000061035156,99.07591247558594,147.8086807909047,91.41924934975466,146.04480239630303,129.86584486332362,248.4560759372167,21.082894293531137,201.99000549316406,100.19551437171566,145.0585291708209,89.93049814884304,144.6840979346249,128.012357259277,244.54861223485597,20.400576787707934,191.77999877929688,98.09174101511945,146.74410160351695,91.012320386859,145.7230109561936,129.39083323752578,248.21185945581914,20.686291967581294,197.92999267578125,99.75309220841599,51011300,30884000,9820200,11107500,22491100,513184000,191828500,13973800
2023-02-23,147.26651000976562,90.20841217041016,145.0150909423828,130.0894012451172,248.8761444091797,23.640329360961914,202.07000732421875,99.98785400390625,148.19308888929672,91.25054121331061,145.80576532327905,130.55510398353837,250.89824919216971,23.86410623215734,205.13999938964844,100.97202557377264,145.13736699227027,89.08688880510833,144.04054173473747,128.47807374957344,244.68538110016482,23.001968589273222,196.3300018310547,99.22941592537074,147.94665897626774,91.23068695357419,144.99671327983293,129.21387782294622,249.64786195781076,23.416554395207275,203.91000366210938,99.97882989961123,48394200,41206400,9385100,8068000,29219100,1117995000,146360000,11289400
2023-02-24,144.61495971679688,88.46160888671875,143.39697265625,131.26295471191406,243.4545135498047,23.262714385986328,196.8800048828125,99.99689483642578,145.0881010134071,89.21591174546491,144.2060387274842,131.66346641967468,245.1933336076266,23.450528025821583,197.6699981689453,100.18650437471706,143.6390916917033,87.91573789556128,142.6982427039341,129.40014393303474,242.36042854419725,22.92405457439787,192.8000030517578,98.43486356103118,145.00924162382364,88.76928933704684,144.0221498722037,129.56780429343544,244.17739966038974,23.201776465429027,196.3300018310547,98.71476926019155,55469600,36585100,8689700,9126900,24990900,589716000,142228100,14351000
2023-02-27,145.8076934814453,89.19606018066406,143.08438110351562,132.4086151123047,244.372802734375,23.477495193481445,207.6300048828125,99.8163070678711,147.03984342133134,89.48388635539742,144.25199394376668,133.47972579954848,246.971269878113,23.856115851316737,209.4199981689453,100.45736979674727,145.34440390077674,88.67002833376313,142.57871481940114,131.99879440034755,243.6206117389156,23.43054322131306,201.25999450683594,99.28358870021782,145.60070071444446,89.19606018066406,143.83827208540018,132.36204199283307,246.6195975210222,23.646326795039013,202.02999877929688,100.04203367192451,44998500,27502300,7267100,10014700,21190000,452994000,161028300,11710500
2023-02-28,145.304931640625,89.3846435546875,140.90541076660156,133.51698303222656,243.64990234375,23.192785263061523,205.7100067138672,99.23845672607422,146.9510815880518,90.54587555642594,142.75338976843847,133.89884848293326,245.6720220057633,23.801177465098963,211.22999572753906,100.54766839568205,144.7332124606566,88.65019488627358,140.70314426860202,132.16643369843086,242.97586245641222,23.18279503369379,203.75,98.6154490366842,144.95007197860627,88.66012201714169,142.4867593716442,133.13510336939993,243.30800820629165,23.348629411403607,210.58999633789062,100.43931713577032,50547000,30142000,9062300,11019800,22491000,455963000,153144900,18107000
2023-03-01,143.2349395751953,89.6823959350586,140.2710723876953,132.77183532714844,240.57276916503906,22.675302505493164,202.77000427246094,100.12328338623047,145.1275197577975,90.34736982458105,140.88706083328827,133.6194176055495,245.12495292682374,23.232745083054898,207.1999969482422,100.99910363729015,142.93922063146897,88.99756778401425,139.66427277427488,132.07328131547854,240.10386280126266,22.48549196735542,198.52000427246094,98.63348654907125,144.73323786008925,89.30524826014633,140.67559143455753,132.35270576257005,244.95888751265778,23.168807999209974,206.2100067138672,98.69668971725964,55479000,31111200,6767000,7139200,27565300,460026000,156852800,13200000
2023-03-02,143.8263702392578,91.31007385253906,140.16073608398438,131.3933563232422,245.30076599121094,23.290681838989258,190.89999389648438,100.58377075195312,144.61494903595985,91.58797286575883,140.44574419724455,132.6600539245371,245.58405050814687,23.356615814296525,193.75,100.8546385291193,141.84506394442167,88.91814328327715,139.03908129526593,129.9682930975506,239.92800421480862,22.40956399575206,186.00999450683594,99.47319288854797,142.31822024697658,88.98762560876229,139.51716711392086,132.4830988505567,240.84626043061087,22.465509649279113,186.74000549316406,99.8795048872406,52238100,32204400,8762500,11106800,24808200,389415000,181500700,10339900
2023-03-03,148.87326049804688,92.94771575927734,141.6041717529297,133.80572509765625,249.38406372070312,23.866111755371094,197.7899932861328,101.85687255859375,148.9521198871165,93.02711765283779,141.69610215390108,133.88023924731888,249.7064312236528,23.87610198501407,200.47999572753906,102.36250484562085,145.22610023869615,91.75671007241478,140.51928640296487,131.4026970664896,245.57429306000546,23.106871451478042,192.8800048828125,99.27455960769795,145.9259528752422,91.78649146163595,141.00656101723922,131.80319463229026,246.35578868178143,23.29668200381167,194.8000030517578,99.36485576195132,70732300,35160100,5747200,9513100,30760100,412393000,154193300,13006700
2023-03-06,151.63328552246094,94.41661834716797,143.02000427246094,133.02333068847656,250.9275665283203,23.530447006225586,193.80999755859375,102.75977325439453,154.0680147422593,95.25032313303056,143.17629855910562,134.1596322409515,254.10238105208356,24.22375134917666,198.60000610351562,102.7868593437064,151.26857399298945,93.29509493195017,142.10981907207434,132.87430240837136,250.05815637804454,23.463512664360874,192.3000030517578,101.00813955547989,151.59384830577196,93.31494162038848,142.19256063051887,133.6007975087355,250.49774310017636,23.867109901704033,198.5399932861328,101.11648391272736,87558000,32639300,8148200,9261300,24109800,437429000,128100100,14347400
2023-03-07,149.43511962890625,93.15613555908203,141.6685333251953,129.11141967773438,248.27044677734375,23.268661499023438,187.7100067138672,100.77338409423828,151.83041139396585,94.95255977422711,143.65441532961222,132.54830808204795,251.7285601912726,24.104966338425466,194.1999969482422,102.18191587721958,148.9718301446463,92.8286084430734,140.98819499259523,128.35698353281077,247.5280341065123,23.22169964405819,186.10000610351562,100.37610307293416,151.50512207262017,94.26773929878661,143.50730984141435,132.26888360300828,250.37070236682902,23.580402685270712,191.3800048828125,101.85686902135787,56182000,27835500,7457700,11747600,21473200,515154000,148125800,11525300
2023-03-08,150.68695068359375,93.543212890625,140.62962341308594,128.34768676757812,247.8308868408203,24.160917282104492,182.0,99.30164337158203,151.2783884609091,95.24038857658361,141.76965578783773,129.0834908937869,248.65145065582482,24.179902508727604,186.5,101.50473018059532,149.66180891591966,93.29508765749337,140.1883069821332,127.50010431188039,245.00774486083787,23.404546005900805,180.0,98.47999528680843,150.62780991403972,93.41419049538177,141.567389264172,128.53396503389877,248.16301768416147,23.467493409570896,185.0399932861328,100.43027630871362,47204800,34103300,6230500,10002500,17340200,513573000,151897800,13509800
